Year,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Awards
2015,28,MIA,NL,2,4,0.333,2.3,71,0,51,0,0,32,70.1,45,18,18,6,26,0,87,3,0,2,277,167,3.01,1.009,5.8,0.8,3.3,11.1,3.35,
2015,28,MIA,NL,5,4,0.556,3.14,67,0,18,0,0,0,63,67,26,22,3,26,0,47,3,0,2,277,123,3.64,1.476,9.6,0.4,3.7,6.7,1.81,
2015,23,MIA,NL,1,5,0.167,5.25,20,9,4,0,0,0,61.2,73,37,36,5,25,2,28,3,1,2,274,73,4.64,1.589,10.7,0.7,3.6,4.1,1.12,
